i,o,d,azimuth,arc,o_area,d_area,grid_dist
960,135,223,40.4716,17.9022,0.487222,0.932138,24.8335
961,234,185,-82.0585,3.18379,2.01465,2.0957,4.20628
962,255,221,-152.264,10.3781,2.49985,1.19522,14.6691
963,404,446,8.51036,4.74841,0.836431,1.1571,6.27906
964,45,286,41.5597,10.7276,1.86499,2.28737,14.8171
965,369,306,-79.7709,9.21001,0.435982,0.696683,12.3531
966,392,413,64.648,8.37909,2.221,1.40223,9.66014
967,307,23,-126.196,25.1477,1.05525,1.4537,32.3686
968,116,225,64.9746,15.5007,1.89197,1.70418,17.792
969,8,120,64.2128,12.3855,1.66732,2.06116,14.3336
970,262,308,-81.2037,11.0936,3.08878,1.93637,14.7347
971,178,131,-26.6317,15.4728,0.841034,1.64201,18.0899
972,263,31,-108.767,33.0549,2.75451,1.48641,34.8356
973,35,46,-4.05944,8.95722,1.18783,1.16412,10.6036
974,195,4,-75.6676,23.1104,1.31998,0.971957,31.6663
975,310,137,-35.3656,15.1762,1.96217,1.88054,19.3839
976,412,59,-104.248,10.7805,0.634269,1.29884,11.1095
977,59,406,68.5071,11.3992,1.29884,0.414504,12.4679
978,389,57,-89.3963,12.8934,1.21783,1.56687,16.0597
979,329,153,-73.667,3.32325,0.651551,1.19624,4.59303
980,334,50,-58.2216,6.83132,0.373082,0.834076,9.66487
981,211,399,-148.855,24.7115,0.87991,1.42578,34.9241
982,205,312,-93.0048,21.6008,1.89795,1.37693,25.9178
983,372,374,-151.383,3.13711,1.09844,1.72157,4.43544
984,403,428,-100.136,15.8593,0.870607,1.51572,17.3967
985,64,246,77.3378,23.1292,1.52754,0.717982,24.4801
986,392,115,-3.731,18.1375,2.221,2.23047,21.5307
987,251,191,-117.935,8.39652,2.17766,2.08683,9.99529
988,19,434,75.9573,19.7763,2.11967,1.07103,20.4907
990,125,237,90.5703,14.0082,2.08132,1.51771,17.45
991,386,296,6.38614,15.6057,0.554403,2.14162,20.3409
992,46,291,83.2315,11.5249,1.16412,1.75412,13.2548
993,288,220,32.7972,16.1126,1.14456,1.55302,22.7411
994,121,35,-110.284,9.08545,0.502345,1.18783,9.77235
995,229,248,162.68,7.30189,1.37489,1.60443,7.4887
996,162,118,-16.6383,17.0058,0.619892,1.94024,17.2195
997,41,23,-147.496,10.1585,1.61688,1.4537,14.3398
998,216,34,-99.7079,22.2505,1.55574,2.26404,24.5457
999,286,113,76.7415,16.8901,2.28737,0.978771,17.6978
1000,322,239,54.7316,28.3,2.00078,2.72185,36.1119
1002,309,88,-139.206,20.1524,2.07309,0.534714,27.9289
1003,344,256,70.498,22.443,0.800883,2.46133,23.8445
1004,305,394,90.445,15.6617,1.46521,1.92365,19.5047
1005,58,305,-86.5089,2.93732,1.69359,1.46521,3.75774
1006,128,391,-172.531,3.67717,0.507688,1.30558,4.82985
1007,321,402,91.8798,22.9988,2.51098,0.64215,29.0305
1008,89,399,-175.855,6.17753,0.707871,1.42578,7.91618
1009,410,296,-8.61896,14.0857,0.371697,2.14162,15.7389
1010,351,355,-31.7064,2.18344,1.02098,1.57198,2.69582
1011,42,126,80.3784,8.81488,1.65002,0.434154,9.76108
1012,150,413,160.36,15.6391,1.81516,1.40223,16.623
1013,104,72,-166.13,13.1317,1.48667,0.812467,17.9071
1014,351,137,-0.159816,11.5941,1.02098,1.88054,14.2889
1015,212,445,-145.526,16.3598,0.902772,0.932443,23.0415
1016,439,423,-130.419,26.3533,0.838168,1.12442,34.9704
1017,176,256,123.837,13.1129,2.55333,2.46133,18.5096
1018,52,313,-114.599,3.3894,2.98113,1.55479,3.86675
1019,16,403,64.3057,21.5771,1.12874,0.870607,24.9491
1020,246,154,-140.906,19.9328,0.717982,0.367763,27.7846
1021,212,354,-123.992,18.5517,0.902772,1.02028,23.4486
1022,136,338,-161.852,10.6495,1.87808,0.48081,14.7763
1023,145,365,-172.273,1.58322,0.418405,0.591069,2.08301
1024,87,425,164.281,11.0557,1.61365,0.521493,11.0925
1025,444,65,-115.152,11.1743,1.45182,1.85623,12.8522
1026,55,13,-156.208,15.6377,2.62349,1.81345,22.0124
1027,133,1,-154.875,6.13674,1.10109,0.667705,8.65463
1029,111,394,156.753,16.4895,1.63083,1.92365,18.448
1030,325,444,124.166,4.35752,1.40343,1.45182,6.14692
1031,376,169,70.8917,12.9527,0.657116,1.66194,13.6743
1032,372,140,64.2441,8.79989,1.09844,1.20027,10.1871
1033,283,358,167.698,6.13574,1.97874,0.894648,6.50624
1034,146,142,-174.711,9.72091,2.00477,1.42327,12.5641
1035,452,188,-81.0966,5.0736,0.726054,0.687633,6.74605
1036,211,378,-141.587,19.6269,0.87991,0.483672,27.4048
1037,16,290,36.7322,21.6635,1.12874,2.51167,30.3659
1038,24,104,43.9636,12.7143,1.31149,1.48667,17.3819
1039,364,229,28.0266,21.3208,0.308877,1.37489,30.1409
1041,296,329,155.148,13.7484,2.14162,0.651551,15.7147
1042,139,121,-146.194,1.63493,0.502924,0.502345,2.30454
1043,377,178,90.8098,10.2581,0.751816,0.841034,12.811
1044,427,63,-21.3492,13.9312,0.5004,2.01899,15.1777
1045,35,234,43.8556,32.1189,1.18783,2.01465,43.9397
1046,267,436,-93.7217,8.40859,2.46927,1.14058,9.99949
1047,313,261,80.8262,29.4987,1.55479,2.80345,32.8752
1048,427,149,26.8379,14.0061,0.5004,2.86329,19.787
1049,341,349,93.7741,9.31981,0.54993,0.917168,11.9453
1050,252,266,61.6662,11.4224,2.06265,0.906396,13.6408
1051,375,368,169.855,5.15398,0.739681,1.07912,5.64455
1052,293,197,46.4906,8.1597,2.59383,0.83963,11.0239
1053,282,422,-137.627,1.75404,1.23016,0.641813,2.41536
1054,188,155,-149.768,9.09844,0.687633,1.7136,12.8638
1055,132,245,45.6847,18.9341,0.753028,0.875738,25.6844
1056,16,405,60.2061,18.4492,1.12874,0.663035,22.353
1057,245,187,-87.0793,6.21262,0.875738,1.01372,7.89673
1059,440,261,143.727,5.04209,0.664025,2.80345,6.49053
1060,203,209,179.238,5.53471,1.07847,1.63418,6.77552
1061,407,106,-64.8636,7.16837,0.536268,0.966679,10.1321
1062,309,220,147.867,6.95834,2.07309,1.55302,8.63183
1063,83,96,9.1904,13.6333,0.762189,2.42462,18.1177
